title,brand,old_pred,old_conf,new_pred,reasoning_conf,conf_delta,escaped_grey,verifier_token,justification,error
Chicken Tikka filling-Snacc,unbranded,branded,0.9977,branded,0.9124,-0.0853,True,Yes,"The word 'Snacc' is the specific term in this title that signals a brand. It does not describe the product's type, ingredient, flavor, or any other physical characteristic — it appears to be a maker or company name appended to identify who produces or sells this chicken tikka filling. 'Chicken Tikka filling' is entirely descriptive, referring to the flavor and product type, but 'Snacc' stands apart as a proper identifier of a real maker.",
Chineese Cabbage,unbrand,unbranded,0.9982,unbranded,1.0,0.0018,True,Yes,"The title contains only two words: 'Chineese' and 'Cabbage.' 'Cabbage' is clearly a product type (a vegetable), not a maker. 'Chineese' (a misspelling of 'Chinese') is a descriptive geographic/style term indicating the variety or origin of the cabbage, not a manufacturer or company name. No part of the title identifies a real maker or brand.",
Spray Bottle with Trigger (750 ML),Unbranded,unbranded,0.9994,unbranded,1.0,0.0006,True,Yes,"The title consists entirely of descriptive terms: 'Spray Bottle' describes the product type, 'Trigger' describes the mechanism/feature, and '750 ML' is a size measurement. None of these words identify a real manufacturer or company — they simply tell the buyer what the item is and how large it is. There is no maker's name anywhere in the title.",
Frozen orange,GAW,unbranded,0.9987,unbranded,1.0,0.0013,True,Yes,"'Frozen' describes the preservation state of the product, and 'orange' identifies the fruit type — both are purely descriptive terms. Neither word names a manufacturer or company. There is no recognizable brand name anywhere in the title.",
Rice flour Vijay 1KG-SNACC,unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The word 'Vijay' in the title is a proper name that functions as a brand or maker identifier — it is not a descriptive term for a product type, ingredient, material, or size. 'Rice flour' is purely descriptive, identifying the product type and ingredient. '1KG' is a weight measurement, and 'SNACC' appears to be a retailer or internal catalog code, neither of which identifies a maker. 'Vijay' is the sole element that signals a real named entity behind the product, making this branded.",
Designer Dummy,unbranded,unbranded,0.021,unbranded,1.0,0.979,True,Yes,"The word 'Designer' could suggest a brand, but in this context it functions as a descriptive adjective indicating a stylish or fashionably designed product rather than naming a specific maker. 'Dummy' is simply the product type — a pacifier or mannequin. Neither word in the title identifies a real manufacturer or company, so the title as a whole only describes what the item is.",
MONIN HAZELNUT SYRUP 1LTR,unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'MONIN' is the specific term in this title that signals a brand. MONIN is a real and well-known manufacturer of flavoring syrups and other beverage ingredients, identifying WHO makes the product. The remaining words — 'HAZELNUT,' 'SYRUP,' and '1LTR' — are purely descriptive, indicating the flavor, product type, and size respectively, with no maker identity.",
Carrot Beans Poriyal(ME)-A-BAN,unbranded,unbranded,0.7432,unbranded,1.0,0.2568,True,Yes,"The words 'Carrot,' 'Beans,' and 'Poriyal' are all descriptive terms referring to ingredients and a style of South Indian stir-fry dish, identifying WHAT the product is rather than WHO makes it. The suffix '(ME)-A-BAN' appears to be an internal code or SKU identifier, as there is nothing in the title to indicate it represents a real manufacturer or company name. No part of the title names a recognizable maker or brand.",
Corona Lager Beer 330 ml,unbranded,branded,0.9997,branded,1.0,0.0003,True,Yes,"The word 'Corona' is the specific brand signal in this title. Corona is a real and widely recognized beer manufacturer/brand (produced by Grupo Modelo), making this a branded product. The remaining words — 'Lager,' 'Beer,' and '330 ml' — are purely descriptive terms indicating the beer style, product type, and volume size respectively, and contribute no brand identification on their own.",
Twinning Lemon Tea,unbrand,branded,0.2451,unbranded,0.9707,0.7256,True,Yes,"The word 'Twinning' could potentially signal a brand, but it appears to be a descriptive or stylistic term (possibly referring to a matching/pairing concept) rather than a recognized manufacturer or company name. 'Lemon' is a flavor descriptor and 'Tea' is the product type. Without clear evidence that 'Twinning' refers to a real maker — as opposed to the well-known brand 'Twinings' which is spelled differently — this title reads as purely descriptive, and per the guidelines uncertainty defaults to UNBRANDED.",
#_# Misti Doi 100gm - Parsi Dairy Farm,Unbranded,branded,0.9999,branded,1.0,0.0001,True,Yes,"The title contains two potential brand signals: 'Misti Doi' and 'Parsi Dairy Farm.' 'Misti Doi' is a descriptive term referring to a type of sweetened yogurt traditional in Bengali cuisine, so it identifies the product type rather than a maker. 'Parsi Dairy Farm,' however, is a real and recognizable dairy company/manufacturer name that clearly identifies who makes or sells the product. Since the title explicitly names a real maker, the product is classified as branded.",
Thai Tea Mix 400g packet Chatramue,unbranded,branded,1.0,branded,1.0,0.0,True,Yes,"The word 'Chatramue' is the specific term in this title that signals a brand. Chatramue (also written as Cha Tra Mue) is a well-known Thai tea manufacturer and company name that identifies the maker of the product. The remaining words — 'Thai Tea Mix,' '400g,' and 'packet' — are purely descriptive, indicating the product type, weight, and packaging format respectively. Since the title clearly names a real maker, the product is classified as branded.",
Habit Olives Green Pitted 3Kg,unbranded,branded,0.9998,unbranded,0.7372,-0.2626,False,Yes,"The word 'Habit' could potentially signal a brand, but without any supporting context in the title it reads more like a descriptive or lifestyle term rather than a clearly identifiable manufacturer or company name. 'Olives,' 'Green,' and 'Pitted' are all descriptive terms indicating the product type, color, and preparation method. '3Kg' is a weight measurement. Since no part of the title unambiguously identifies a real maker, the product is classified as unbranded.",
100 ML PAPER  Container,Unbranded,unbranded,0.9989,unbranded,1.0,0.0011,True,Yes,"The title contains three potential signal words: '100 ML,' 'PAPER,' and 'Container.' '100 ML' is a measurement of volume, not a maker's name. 'PAPER' describes the material the container is made from, making it a descriptive material term. 'Container' describes the product type itself. None of these words identify a real manufacturer or company, so the title only describes what the item is.",
Lamb Rack Cap Off 1 Pkt,Unbranded,unbranded,0.9987,unbranded,1.0,0.0013,True,Yes,"Every word in this title is descriptive rather than identifying a maker. 'Lamb Rack' names the cut of meat, 'Cap Off' describes a butchering style (the fat cap removed), and '1 Pkt' indicates the package quantity. None of these terms reference a manufacturer or company name, so the product is unbranded.",
Napkin Bikkgane,unbranded,branded,0.5078,unbranded,0.989,0.4812,True,Yes,"The title contains two words: 'Napkin' and 'Bikkgane.' 'Napkin' is clearly a descriptive product-type term referring to the item itself. 'Bikkgane' is an unusual word that could potentially be a brand name, but it is not recognizable as any known manufacturer or company, and without further context it reads more like a transliterated descriptive or stylistic term rather than a confirmed maker's name. Following the guideline that genuinely uncertain cases should default to UNBRANDED, this product is classified as unbranded.",
#_# Sticker - Sauce Dip Sticker Tangy Thai Tom Yum Sauce - Prasuma,unbranded,branded,0.461,branded,1.0,0.539,True,Yes,"The word 'Prasuma' at the end of the title is the specific term that signals a brand — it is a real food company/manufacturer name that identifies who makes the product. The other notable terms in the title — 'Sauce Dip,' 'Tangy Thai,' and 'Tom Yum Sauce' — are all descriptive terms referring to the product type, flavor profile, and ingredient style rather than maker names. Because 'Prasuma' clearly identifies a real manufacturer, the product is classified as branded.",
Cello Tape Green,Unbranded,unbranded,0.5429,unbranded,0.9996,0.4567,True,Yes,"The word 'Cello' in this title refers to 'cellophane,' a descriptive material term commonly used to describe transparent adhesive tape, rather than a manufacturer or company name. 'Tape' is simply the product type, and 'Green' describes the color of the item. No part of the title identifies a real maker or company responsible for producing this product.",
